id;label;class_object;class_name;class_value
provinces_1;PROVINCE NORD;cover_forest;Forêt;0.3417911723753532
provinces_1;PROVINCE NORD;cover_forest;Hors-forêt;0.6582088276246467
provinces_1;PROVINCE NORD;cover_forestnum;Forêt;0.3751603975952742
provinces_1;PROVINCE NORD;cover_forestnum;Hors-forêt;0.6248396024047257
provinces_1;PROVINCE NORD;cover_foresttype;Forêt coeur;0.0647112219215279
provinces_1;PROVINCE NORD;cover_foresttype;Forêt mature;0.5136396758167092
provinces_1;PROVINCE NORD;cover_foresttype;Forêt secondaire;0.4216491022617627
provinces_1;PROVINCE NORD;cover_forestum;Forêt;0.2328688939157718
provinces_1;PROVINCE NORD;cover_forestum;Hors-forêt;0.7671311060842281
provinces_1;PROVINCE NORD;elevation_max;;1622.0
provinces_1;PROVINCE NORD;elevation_median;;214.0
provinces_1;PROVINCE NORD;forest_area_ha;;321711.765827868
provinces_1;PROVINCE NORD;forest_core_elevation;100;62.4935419840592
provinces_1;PROVINCE NORD;forest_core_elevation;1000;443.86438793806263
provinces_1;PROVINCE NORD;forest_core_elevation;1100;233.95018281211856
provinces_1;PROVINCE NORD;forest_core_elevation;1200;195.4926185142367
provinces_1;PROVINCE NORD;forest_core_elevation;1300;167.4506445470306
provinces_1;PROVINCE NORD;forest_core_elevation;1400;35.25276727305906
provinces_1;PROVINCE NORD;forest_core_elevation;1500;0.0
provinces_1;PROVINCE NORD;forest_core_elevation;1600;0.0
provinces_1;PROVINCE NORD;forest_core_elevation;1700;0.0
provinces_1;PROVINCE NORD;forest_core_elevation;200;705.0553454611811
provinces_1;PROVINCE NORD;forest_core_elevation;300;2225.73153373996
provinces_1;PROVINCE NORD;forest_core_elevation;400;3620.61943879442
provinces_1;PROVINCE NORD;forest_core_elevation;500;1400.496299847892
provinces_1;PROVINCE NORD;forest_core_elevation;600;3208.803021104587
provinces_1;PROVINCE NORD;forest_core_elevation;700;3788.070083341445
provinces_1;PROVINCE NORD;forest_core_elevation;800;2834.6429684564264
provinces_1;PROVINCE NORD;forest_core_elevation;900;1896.4386394393375
provinces_1;PROVINCE NORD;forest_core_ha;;20818.3614732538
provinces_1;PROVINCE NORD;forest_elevation;100;24476.992207281277
provinces_1;PROVINCE NORD;forest_elevation;1000;4586.339859952818
provinces_1;PROVINCE NORD;forest_elevation;1100;2966.7386585374234
provinces_1;PROVINCE NORD;forest_elevation;1200;2069.446034368952
provinces_1;PROVINCE NORD;forest_elevation;1300;1436.6270153650116
provinces_1;PROVINCE NORD;forest_elevation;1400;713.5194242052023
provinces_1;PROVINCE NORD;forest_elevation;1500;227.71896517187352
provinces_1;PROVINCE NORD;forest_elevation;1600;56.72998781474737
provinces_1;PROVINCE NORD;forest_elevation;1700;3.995069564418824
provinces_1;PROVINCE NORD;forest_elevation;200;42749.64138102006
provinces_1;PROVINCE NORD;forest_elevation;300;51243.95828888748
provinces_1;PROVINCE NORD;forest_elevation;400;51686.61199662518
provinces_1;PROVINCE NORD;forest_elevation;500;49624.35708747198
provinces_1;PROVINCE NORD;forest_elevation;600;42073.67561072038
provinces_1;PROVINCE NORD;forest_elevation;700;25124.99249063002
provinces_1;PROVINCE NORD;forest_elevation;800;14513.288713620717
provinces_1;PROVINCE NORD;forest_elevation;900;8157.133036630373
provinces_1;PROVINCE NORD;forest_fragmentation;10;0.0396541322155247
provinces_1;PROVINCE NORD;forest_fragmentation;100;0.1387831278727813
provinces_1;PROVINCE NORD;forest_fragmentation;1000;0.2089476695272428
provinces_1;PROVINCE NORD;forest_fragmentation;10000;0.2847628597739838
provinces_1;PROVINCE NORD;forest_fragmentation;125;0.1465142102942989
provinces_1;PROVINCE NORD;forest_fragmentation;150;0.1532827543053466
provinces_1;PROVINCE NORD;forest_fragmentation;1500;0.232557140350362
provinces_1;PROVINCE NORD;forest_fragmentation;175;0.1588845773127257
provinces_1;PROVINCE NORD;forest_fragmentation;20;0.0642874772133544
provinces_1;PROVINCE NORD;forest_fragmentation;200;0.1646829755608049
provinces_1;PROVINCE NORD;forest_fragmentation;2000;0.2446670675228857
provinces_1;PROVINCE NORD;forest_fragmentation;20000;0.3159134616616907
provinces_1;PROVINCE NORD;forest_fragmentation;225;0.167886194048033
provinces_1;PROVINCE NORD;forest_fragmentation;250;0.1715870539631737
provinces_1;PROVINCE NORD;forest_fragmentation;275;0.1748743622348623
provinces_1;PROVINCE NORD;forest_fragmentation;30;0.0838052943854508
provinces_1;PROVINCE NORD;forest_fragmentation;300;0.176711956557387
provinces_1;PROVINCE NORD;forest_fragmentation;30000;0.4057063461439953
provinces_1;PROVINCE NORD;forest_fragmentation;325;0.1825776804673807
provinces_1;PROVINCE NORD;forest_fragmentation;350;0.1825776804673807
provinces_1;PROVINCE NORD;forest_fragmentation;375;0.1848092010406407
provinces_1;PROVINCE NORD;forest_fragmentation;40;0.0957042713241562
provinces_1;PROVINCE NORD;forest_fragmentation;400;0.1848092010406407
provinces_1;PROVINCE NORD;forest_fragmentation;425;0.187318879144044
provinces_1;PROVINCE NORD;forest_fragmentation;450;0.187318879144044
provinces_1;PROVINCE NORD;forest_fragmentation;475;0.187318879144044
provinces_1;PROVINCE NORD;forest_fragmentation;50;0.1054818552531439
provinces_1;PROVINCE NORD;forest_fragmentation;500;0.187318879144044
provinces_1;PROVINCE NORD;forest_fragmentation;5000;0.2635651057351796
provinces_1;PROVINCE NORD;forest_fragmentation;60;0.1118660885847623
provinces_1;PROVINCE NORD;forest_fragmentation;600;0.1942909291782349
provinces_1;PROVINCE NORD;forest_fragmentation;70;0.1188620603243739
provinces_1;PROVINCE NORD;forest_fragmentation;700;0.2042392662848784
provinces_1;PROVINCE NORD;forest_fragmentation;80;0.126572256652661
provinces_1;PROVINCE NORD;forest_fragmentation;800;0.2089476695272428
provinces_1;PROVINCE NORD;forest_fragmentation;90;0.1340216642674574
provinces_1;PROVINCE NORD;forest_fragmentation;900;0.2089476695272428
provinces_1;PROVINCE NORD;forest_fragmentation;93000;1.000000000000003
provinces_1;PROVINCE NORD;forest_holdridge1_ha;;20940.7759108866
provinces_1;PROVINCE NORD;forest_holdridge2_ha;;210377.988108598
provinces_1;PROVINCE NORD;forest_holdridge3_ha;;90393.0018083831
provinces_1;PROVINCE NORD;forest_mature_elevation;100;5320.040911550688
provinces_1;PROVINCE NORD;forest_mature_elevation;1000;3413.0065620806754
provinces_1;PROVINCE NORD;forest_mature_elevation;1100;2397.4401403635743
provinces_1;PROVINCE NORD;forest_mature_elevation;1200;1713.383067988522
provinces_1;PROVINCE NORD;forest_mature_elevation;1300;1184.170659195826
provinces_1;PROVINCE NORD;forest_mature_elevation;1400;597.0473346550825
provinces_1;PROVINCE NORD;forest_mature_elevation;1500;197.99296120982095
provinces_1;PROVINCE NORD;forest_mature_elevation;1600;39.91793572778669
provinces_1;PROVINCE NORD;forest_mature_elevation;1700;1.5967174291114672
provinces_1;PROVINCE NORD;forest_mature_elevation;200;14653.76960516202
provinces_1;PROVINCE NORD;forest_mature_elevation;300;21358.583252950943
provinces_1;PROVINCE NORD;forest_mature_elevation;400;25535.440816780912
provinces_1;PROVINCE NORD;forest_mature_elevation;500;31148.58849258929
provinces_1;PROVINCE NORD;forest_mature_elevation;600;28347.921889139965
provinces_1;PROVINCE NORD;forest_mature_elevation;700;15964.921232196533
provinces_1;PROVINCE NORD;forest_mature_elevation;800;8632.18324870757
provinces_1;PROVINCE NORD;forest_mature_elevation;900;4737.922278518804
provinces_1;PROVINCE NORD;forest_mature_ha;;165243.9271062472
provinces_1;PROVINCE NORD;forest_mining_ha;;21106.4518102724
provinces_1;PROVINCE NORD;forest_num_elevation;100;20158.940674393252
provinces_1;PROVINCE NORD;forest_num_elevation;1000;3381.72977848998
provinces_1;PROVINCE NORD;forest_num_elevation;1100;1949.1748670960224
provinces_1;PROVINCE NORD;forest_num_elevation;1200;1295.6818944512147
provinces_1;PROVINCE NORD;forest_num_elevation;1300;925.0474187251872
provinces_1;PROVINCE NORD;forest_num_elevation;1400;534.4665653812633
provinces_1;PROVINCE NORD;forest_num_elevation;1500;183.7550935856386
provinces_1;PROVINCE NORD;forest_num_elevation;1600;56.72998781474737
provinces_1;PROVINCE NORD;forest_num_elevation;1700;3.995069564418824
provinces_1;PROVINCE NORD;forest_num_elevation;200;34852.930701012505
provinces_1;PROVINCE NORD;forest_num_elevation;300;42264.93702473881
provinces_1;PROVINCE NORD;forest_num_elevation;400;44056.08257549429
provinces_1;PROVINCE NORD;forest_num_elevation;500;42712.43713099613
provinces_1;PROVINCE NORD;forest_num_elevation;600;37225.659589438284
provinces_1;PROVINCE NORD;forest_num_elevation;700;21740.57372160968
provinces_1;PROVINCE NORD;forest_num_elevation;800;12356.660976535954
provinces_1;PROVINCE NORD;forest_num_elevation;900;6610.404099914652
provinces_1;PROVINCE NORD;forest_ppe_ha;;48275.1324171787
provinces_1;PROVINCE NORD;forest_reserve_ha;;11800.8024079734
provinces_1;PROVINCE NORD;forest_secondary_elevation;100;19094.457753746527
provinces_1;PROVINCE NORD;forest_secondary_elevation;1000;729.4689099340807
provinces_1;PROVINCE NORD;forest_secondary_elevation;1100;335.34833536172977
provinces_1;PROVINCE NORD;forest_secondary_elevation;1200;160.57034786619317
provinces_1;PROVINCE NORD;forest_secondary_elevation;1300;85.00571162215515
provinces_1;PROVINCE NORD;forest_secondary_elevation;1400;81.2193222770608
provinces_1;PROVINCE NORD;forest_secondary_elevation;1500;29.726003962052552
provinces_1;PROVINCE NORD;forest_secondary_elevation;1600;16.812052086960684
provinces_1;PROVINCE NORD;forest_secondary_elevation;1700;2.3983521353073565
provinces_1;PROVINCE NORD;forest_secondary_elevation;200;27390.816430396862
provinces_1;PROVINCE NORD;forest_secondary_elevation;300;27659.64350219658
provinces_1;PROVINCE NORD;forest_secondary_elevation;400;22530.551741049843
provinces_1;PROVINCE NORD;forest_secondary_elevation;500;17075.272295034807
provinces_1;PROVINCE NORD;forest_secondary_elevation;600;10516.950700475825
provinces_1;PROVINCE NORD;forest_secondary_elevation;700;5372.001175092042
provinces_1;PROVINCE NORD;forest_secondary_elevation;800;3046.4624964567224
provinces_1;PROVINCE NORD;forest_secondary_elevation;900;1522.772118672232
provinces_1;PROVINCE NORD;forest_secondary_ha;;135649.477248367
provinces_1;PROVINCE NORD;forest_um_area_ha;;51402.5586586259
provinces_1;PROVINCE NORD;forest_um_elevation;100;4318.051532888023
provinces_1;PROVINCE NORD;forest_um_elevation;1000;1204.6100814628383
provinces_1;PROVINCE NORD;forest_um_elevation;1100;1017.5637914414004
provinces_1;PROVINCE NORD;forest_um_elevation;1200;773.7641399177371
provinces_1;PROVINCE NORD;forest_um_elevation;1300;511.57959663982456
provinces_1;PROVINCE NORD;forest_um_elevation;1400;179.05285882393898
provinces_1;PROVINCE NORD;forest_um_elevation;1500;43.96387158623491
provinces_1;PROVINCE NORD;forest_um_elevation;1600;0.0
provinces_1;PROVINCE NORD;forest_um_elevation;1700;0.0
provinces_1;PROVINCE NORD;forest_um_elevation;200;7896.71068000756
provinces_1;PROVINCE NORD;forest_um_elevation;300;8979.021264148672
provinces_1;PROVINCE NORD;forest_um_elevation;400;7630.529421130882
provinces_1;PROVINCE NORD;forest_um_elevation;500;6911.919956475864
provinces_1;PROVINCE NORD;forest_um_elevation;600;4848.016021282092
provinces_1;PROVINCE NORD;forest_um_elevation;700;3384.41876902034
